Main Category,Sub Category 1,Sub Category 2,name,type,MSB,LSB,PC#
OTHERS,Legacy,Pad,Golden Age,Regular,0,115,89
OTHERS,Legacy,Pad,Hybrid Pad,Regular,104,22,89
OTHERS,Legacy,Pad,Insomnia,Regular,0,113,95
OTHERS,Legacy,Pad,Ionosphere,Regular,0,115,95
OTHERS,Legacy,Pad,Lite Pad,Regular,0,122,90
OTHERS,Legacy,Pad,Mediterrain,Regular,0,114,100
OTHERS,Legacy,Pad,Messenger,Regular,0,116,96
OTHERS,Legacy,Pad,Metallic Rain,Regular,104,8,102
OTHERS,Legacy,Pad,Midnight Special,Regular,104,3,102
OTHERS,Legacy,Pad,Millennium,Regular,0,117,89
OTHERS,Legacy,Pad,My Generation,Regular,104,5,102
OTHERS,Legacy,Pad,Mystery,Regular,0,113,98
OTHERS,Legacy,Pad,Neo Warm Pad,Regular,0,115,90
OTHERS,Legacy,Pad,Next Generation,Regular,104,9,52
OTHERS,Legacy,Pad,Night Motion,Regular,104,4,89
OTHERS,Legacy,Pad,Nylon Heaven,Regular,104,2,100
OTHERS,Legacy,Pad,Nylon Pad,Regular,104,0,100
OTHERS,Legacy,Pad,Ober Strings,Regular,0,113,52
OTHERS,Legacy,Pad,Pearls Pad,Regular,104,2,89
OTHERS,Legacy,Pad,Perc Pad,Regular,104,0,102
OTHERS,Legacy,Pad,Pop Pad,Regular,0,112,91
OTHERS,Legacy,Pad,Premium Pad,Regular,104,0,52
OTHERS,Legacy,Pad,Psycho Pad,Regular,0,118,102
OTHERS,Legacy,Pad,Rainy Day,Regular,104,5,90
OTHERS,Legacy,Pad,Randomizer,Regular,104,10,102
OTHERS,Legacy,Pad,Reflecting Zone,Regular,104,21,89
OTHERS,Legacy,Pad,S&H Groove,Regular,0,115,102
OTHERS,Legacy,Pad,Sirius,Regular,0,114,102
OTHERS,Legacy,Pad,Sixth Sense,Regular,104,2,102
OTHERS,Legacy,Pad,Skydiver,Regular,0,112,102
OTHERS,Legacy,Pad,Solaris,Regular,0,114,95
OTHERS,Legacy,Pad,Spectralis,Regular,104,4,95
OTHERS,Legacy,Pad,Spectrum Theme,Regular,104,14,89
OTHERS,Legacy,Pad,Stargate,Regular,0,114,89
OTHERS,Legacy,Pad,Super Dark Pad,Regular,0,119,90
OTHERS,Legacy,Pad,Symbiont,Regular,0,113,89
OTHERS,Legacy,Pad,The Fog,Regular,104,9,102
OTHERS,Legacy,Pad,Time Travel,Regular,0,116,89
OTHERS,Legacy,Pad,Trance,Regular,104,0,96
OTHERS,Legacy,Pad,Tric-Trac,Regular,104,2,98
OTHERS,Legacy,Pad,Vapor Pad,Regular,104,1,90
OTHERS,Legacy,Pad,Velo Ashrami,Regular,0,116,102
OTHERS,Legacy,Pad,Warped Waves,Regular,104,2,95
OTHERS,Legacy,Pad,Water Games,Regular,104,4,102
OTHERS,Legacy,Pad,Wave 2001,Regular,0,112,96
OTHERS,Legacy,Pad,Whisper Gallery,Regular,104,0,93
OTHERS,Legacy,Pad,Xenon Pad,Regular,0,112,92
OTHERS,Legacy,Pad,Magic Bell,S.Art!,8,32,121
OTHERS,Legacy,Synth,Cool HiPa SW,S.Art!,8,34,124
OTHERS,Legacy,Synth,Four Stack SW,S.Art!,8,33,124
OTHERS,Legacy,Synth,Nu Line SW,S.Art!,8,35,124
OTHERS,Legacy,Synth,Redoubling SW,S.Art!,8,37,124
OTHERS,Legacy,Synth,Square Stack SW,S.Art!,8,32,124
OTHERS,Legacy,Synth,Adrenaline,Regular,0,113,85
OTHERS,Legacy,Synth,Aero Lead,Regular,0,112,84
OTHERS,Legacy,Synth,Analog Sequenced,Regular,104,3,88
OTHERS,Legacy,Synth,Analogon,Regular,0,115,82
OTHERS,Legacy,Synth,Arpeggio Line,Regular,104,12,85
OTHERS,Legacy,Synth,Attack,Regular,104,4,82
OTHERS,Legacy,Synth,Attack Saw,Regular,0,126,82
OTHERS,Legacy,Synth,Big Lead,Regular,0,113,82
OTHERS,Legacy,Synth,Big Tune,Regular,0,118,90
OTHERS,Legacy,Synth,Blaster,Regular,0,114,82
OTHERS,Legacy,Synth,Bleep Lead,Regular,104,0,85
OTHERS,Legacy,Synth,Brassy Lead,Regular,104,5,63
OTHERS,Legacy,Synth,Bright Mini,Regular,0,125,81
OTHERS,Legacy,Synth,Brite Decay,Regular,104,5,85
OTHERS,Legacy,Synth,Chord Buddy,Regular,104,10,85
OTHERS,Legacy,Synth,Chordmaster,Regular,104,13,82
OTHERS,Legacy,Synth,Chorus Saw Lead,Regular,104,10,82
OTHERS,Legacy,Synth,Crystal Eyes,Regular,0,125,89
OTHERS,Legacy,Synth,Cyclist,Regular,104,17,91
OTHERS,Legacy,Synth,Dance Chords,Regular,104,5,52
OTHERS,Legacy,Synth,Dance Hook,Regular,0,112,87
OTHERS,Legacy,Synth,Detuned Saw Octa ve,Regular,104,8,82
OTHERS,Legacy,Synth,Detuned Vintage,Regular,104,1,85
OTHERS,Legacy,Synth,Digital Sequenced,Regular,104,2,88
OTHERS,Legacy,Synth,Dyna Sequence,Regular,104,27,89
OTHERS,Legacy,Synth,Early Lead,Regular,0,118,82
OTHERS,Legacy,Synth,Eastern Air,Regular,104,1,98
OTHERS,Legacy,Synth,Faaat Comp,Regular,104,4,52
OTHERS,Legacy,Synth,Fargo,Regular,0,119,82
OTHERS,Legacy,Synth,Fat Saw Hook,Regular,104,7,52
OTHERS,Legacy,Synth,Fire Wire,Regular,0,116,82
OTHERS,Legacy,Synth,Flange Filter,Regular,104,2,82
OTHERS,Legacy,Synth,Funky Lead,Regular,0,121,82
OTHERS,Legacy,Synth,Fusion Lead,Regular,104,15,82
OTHERS,Legacy,Synth,Hard Teeth,Regular,104,16,91
OTHERS,Legacy,Synth,Heaven Bell,Regular,104,0,101
OTHERS,Legacy,Synth,Hi Bias,Regular,0,116,81
OTHERS,Legacy,Synth,Hipa Lead,Regular,0,118,85
OTHERS,Legacy,Synth,Hop Lead,Regular,0,117,81
OTHERS,Legacy,Synth,Impact,Regular,0,113,88
OTHERS,Legacy,Synth,Loony Lead,Regular,104,15,91
OTHERS,Legacy,Synth,Matrix,Regular,0,123,82
OTHERS,Legacy,Synth,Melody Maker,Regular,0,117,90
OTHERS,Legacy,Synth,Mini Lead,Regular,0,114,81
OTHERS,Legacy,Synth,Mouth Lead,Regular,104,0,82
OTHERS,Legacy,Synth,Nice Bell,Regular,104,9,89
OTHERS,Legacy,Synth,Nomad,Regular,104,1,105
OTHERS,Legacy,Synth,Octave Hook,Regular,0,113,87
OTHERS,Legacy,Synth,Orbit Sine,Regular,0,126,81
OTHERS,Legacy,Synth,Oxygen,Regular,0,122,82
OTHERS,Legacy,Synth,Padbells,Regular,0,126,89
OTHERS,Legacy,Synth,Pan Lead,Regular,0,122,81
OTHERS,Legacy,Synth,Paraglide,Regular,0,114,85
OTHERS,Legacy,Synth,Perc Sequence FM 1,Regular,104,7,88
OTHERS,Legacy,Synth,Perc Sequence FM 2,Regular,104,8,88
OTHERS,Legacy,Synth,Perc Sequence FS,Regular,104,6,88
OTHERS,Legacy,Synth,Perc Sequence Hi pa,Regular,104,9,88
OTHERS,Legacy,Synth,Perc Sequence Saw,Regular,104,11,82
OTHERS,Legacy,Synth,Perc Square,Regular,0,123,81
OTHERS,Legacy,Synth,Persecutor,Regular,104,14,91
OTHERS,Legacy,Synth,Pitch Fall,Regular,104,0,104
OTHERS,Legacy,Synth,Pop Lead,Regular,0,120,81
OTHERS,Legacy,Synth,Portatone,Regular,0,112,85
OTHERS,Legacy,Synth,Pro Lead,Regular,0,113,84
OTHERS,Legacy,Synth,Punchy Chordz,Regular,104,24,91
OTHERS,Legacy,Synth,Punchy Hook,Regular,0,127,82
OTHERS,Legacy,Synth,PWM Lead,Regular,104,1,82
OTHERS,Legacy,Synth,PWM Percussion,Regular,104,6,82
OTHERS,Legacy,Synth,PWM Picks,Regular,104,25,89
OTHERS,Legacy,Synth,PWM Wild,Regular,104,4,81
OTHERS,Legacy,Synth,Resonance Comp,Regular,104,4,63
OTHERS,Legacy,Synth,Resonant Clavi,Regular,104,2,91
OTHERS,Legacy,Synth,Robolead,Regular,0,124,82
OTHERS,Legacy,Synth,Saw Lead,Regular,0,112,82
OTHERS,Legacy,Synth,Saz Feeze,Regular,104,0,98
OTHERS,Legacy,Synth,Short Unison,Regular,104,4,85
OTHERS,Legacy,Synth,Simple Comp,Regular,104,12,82
OTHERS,Legacy,Synth,Skyline,Regular,0,115,85
OTHERS,Legacy,Synth,Soft Mini,Regular,0,124,81
OTHERS,Legacy,Synth,Soft R&B,Regular,0,119,81
OTHERS,Legacy,Synth,Soft Square,Regular,104,5,81
OTHERS,Legacy,Synth,Soft Stepper,Regular,104,24,89
OTHERS,Legacy,Synth,Square Lead,Regular,0,112,81
OTHERS,Legacy,Synth,Staccato Melody,Regular,104,7,85
OTHERS,Legacy,Synth,Stack Bell,Regular,104,8,89
OTHERS,Legacy,Synth,Stardust,Regular,0,112,99
OTHERS,Legacy,Synth,String Bells,Regular,0,124,89
OTHERS,Legacy,Synth,Sub Lead,Regular,104,0,81
OTHERS,Legacy,Synth,Sun Bell,Regular,0,113,99
OTHERS,Legacy,Synth,Synth Sticks,Regular,104,0,107
OTHERS,Legacy,Synth,Tech Glide,Regular,104,14,82
OTHERS,Legacy,Synth,Tech Lead,Regular,0,117,85
OTHERS,Legacy,Synth,Tekk Tune,Regular,104,6,85
OTHERS,Legacy,Synth,Tekkline,Regular,0,116,85
OTHERS,Legacy,Synth,Ten Percent,Regular,104,18,91
OTHERS,Legacy,Synth,Tiny Lead,Regular,0,118,81
OTHERS,Legacy,Synth,Trance Perc,Regular,104,5,82
OTHERS,Legacy,Synth,Trance Sequence 1,Regular,104,4,88
OTHERS,Legacy,Synth,Trance Sequence 2,Regular,104,5,88
OTHERS,Legacy,Synth,Trance Sequence 3,Regular,104,1,91
OTHERS,Legacy,Synth,Trancy Chordz,Regular,104,25,91
OTHERS,Legacy,Synth,Trumpet Saw,Regular,0,125,82
OTHERS,Legacy,Synth,Tune Comp,Regular,104,11,85
OTHERS,Legacy,Synth,Under Heim,Regular,0,112,88
OTHERS,Legacy,Synth,Unison Strings,Regular,104,9,51
OTHERS,Legacy,Synth,Unstable Lead,Regular,104,13,91
OTHERS,Legacy,Synth,Vinalog Saw,Regular,104,3,82
OTHERS,Legacy,Synth,Vinyl Lead,Regular,0,115,81
OTHERS,Legacy,Synth,Warp,Regular,0,117,82
OTHERS,Legacy,Synth,Xtune,Regular,104,1,88
OTHERS,Legacy,Synth,Yipping,Regular,104,12,91
OTHERS,Legacy,Synth,RS Analog Pad,Regular,0,126,90
OTHERS,Legacy,Synth,RS Dist Lead,Regular,0,114,84
OTHERS,Legacy,Synth,RS Dual Saw,Regular,0,109,82
OTHERS,Legacy,Synth,RS Dual Square,Regular,0,127,81
OTHERS,Legacy,Synth,RS Noise Pad,Regular,0,124,90
OTHERS,Legacy,Synth,RS Quack Lead,Regular,0,119,85
OTHERS,Legacy,Synth,RS Ramp Lead,Regular,0,107,82
OTHERS,Legacy,Synth,RS Saw Lead 1,Regular,0,104,82
OTHERS,Legacy,Synth,RS Saw Lead 2,Regular,0,106,82
OTHERS,Legacy,Synth,RS Short Resonance,Regular,0,116,91
OTHERS,Legacy,Synth,RS Sync 1,Regular,0,105,82
OTHERS,Legacy,Synth,RS Sync 2,Regular,0,119,88
OTHERS,Legacy,Synth,RS Synth Pad,Regular,0,123,90
OTHERS,Legacy,Synth,RS Tech Saw,Regular,0,108,82
OTHERS,Legacy,Synth,RS Tekno Man,Regular,0,125,90
OTHERS,Legacy,Synth,RS Warm Pad,Regular,0,113,92
OTHERS,Legacy,Synth,LFO Pad,Regular,0,104,102
OTHERS,Legacy,Synth,LFO Sync 1,Regular,0,108,102
OTHERS,Legacy,Synth,LFO Sync 2,Regular,0,107,102
OTHERS,Legacy,Synth,LFO Sync 3,Regular,0,109,102
OTHERS,Legacy,Synth,LFO Sync 4,Regular,0,106,102
OTHERS,Legacy,Synth,LFO Sync 5,Regular,0,105,102
OTHERS,Legacy,Synth,Trancy Noise,Regular,104,1,123
OTHERS,Legacy,Synth,Noise,Regular,0,120,123
OTHERS,MegaVoice,A.Guitar,Nylon Guitar,MegaVoice,8,0,1
OTHERS,MegaVoice,A.Guitar,Flamenco Guitar,MegaVoice,8,3,1
OTHERS,MegaVoice,A.Guitar,Spanish Medium Guitar,MegaVoice,8,4,1
OTHERS,MegaVoice,A.Guitar,Spanish Hard Guitar,MegaVoice,8,5,1
OTHERS,MegaVoice,A.Guitar,D&Hard Folk Twin 1,MegaVoice,8,13,2
OTHERS,MegaVoice,A.Guitar,D&Hard Folk Twin 2,MegaVoice,8,15,2
OTHERS,MegaVoice,A.Guitar,D&Warm Folk Twin 1,MegaVoice,8,14,2
OTHERS,MegaVoice,A.Guitar,D&Warm Folk Twin 2,MegaVoice,8,16,2
OTHERS,MegaVoice,A.Guitar,D-Folk Guitar,MegaVoice,8,10,2
OTHERS,MegaVoice,A.Guitar,Hi String Guitar,MegaVoice,8,0,3
OTHERS,MegaVoice,A.Guitar,Steel Ac Thumb Pick,MegaVoice,8,12,2
OTHERS,MegaVoice,A.Guitar,Steel Acoustic Finger,MegaVoice,8,11,2
OTHERS,MegaVoice,A.Guitar,Steel Acoustic Pick,MegaVoice,8,1,2
OTHERS,MegaVoice,A.Guitar,Steel Acoustic Slap,MegaVoice,8,2,2
OTHERS,MegaVoice,A.Guitar,Steel Guitar Twin 1,MegaVoice,8,5,2
OTHERS,MegaVoice,A.Guitar,Steel Guitar Twin 2,MegaVoice,8,6,2
OTHERS,MegaVoice,A.Guitar,Steel Guitar,MegaVoice,8,0,2
OTHERS,MegaVoice,A.Guitar,12String Guitar,MegaVoice,8,1,3
OTHERS,MegaVoice,A.Guitar,12String Pick Twin 1,MegaVoice,8,7,2
OTHERS,MegaVoice,A.Guitar,12String Pick Twin 2,MegaVoice,8,8,2
OTHERS,MegaVoice,A.Guitar,Uklele Thumb Down,MegaVoice,8,0,14
OTHERS,MegaVoice,A.Guitar,Mandolin,MegaVoice,8,4,13
OTHERS,MegaVoice,E.Guitar,60s Vintage,MegaVoice,8,10,4
OTHERS,MegaVoice,E.Guitar,60s Vintage Slap,MegaVoice,8,11,4
OTHERS,MegaVoice,E.Guitar,Solid Guitar 1,MegaVoice,8,1,4
OTHERS,MegaVoice,E.Guitar,Solid Guitar 2,MegaVoice,8,2,4
OTHERS,MegaVoice,E.Guitar,50s Vintage Finger,MegaVoice,8,4,4
OTHERS,MegaVoice,E.Guitar,50s Vintage Finger Slap,MegaVoice,8,5,4
OTHERS,MegaVoice,E.Guitar,50s Vintage Pick,MegaVoice,8,6,4
OTHERS,MegaVoice,E.Guitar,50s Vintage Slap,MegaVoice,8,7,4
OTHERS,MegaVoice,E.Guitar,Clean Guitar,MegaVoice,8,0,4
OTHERS,MegaVoice,E.Guitar,Single Coil Guitar,MegaVoice,8,3,4
OTHERS,MegaVoice,E.Guitar,Slap Amp Guitar,MegaVoice,8,8,4
OTHERS,MegaVoice,E.Guitar,Jazz Guitar,MegaVoice,8,0,7
OTHERS,MegaVoice,E.Guitar,Overdrive Guitar,MegaVoice,8,0,5
OTHERS,MegaVoice,E.Guitar,Distortion Guitar,MegaVoice,8,0,6
OTHERS,MegaVoice,Bass,Active Bass Pick,MegaVoice,8,3,19
OTHERS,MegaVoice,Bass,Active Bass Slap,MegaVoice,8,0,21
OTHERS,MegaVoice,Bass,Active Bass Pick Open,MegaVoice,8,4,19
OTHERS,MegaVoice,Bass,Active Bass Fing Slap,MegaVoice,8,5,18
OTHERS,MegaVoice,Bass,Active Bass Pick Mute,MegaVoice,8,5,19
OTHERS,MegaVoice,Bass,Active Bass Fing Harm,MegaVoice,8,4,18
OTHERS,MegaVoice,Bass,Active Bass Pick Hmr On,MegaVoice,8,2,19
OTHERS,MegaVoice,Bass,Active Bass Fing Hmr On,MegaVoice,8,3,18
OTHERS,MegaVoice,Bass,Vintage Round,MegaVoice,8,1,18
OTHERS,MegaVoice,Bass,Vintage Flat,MegaVoice,8,2,18
OTHERS,MegaVoice,Bass,Vintage Pick,MegaVoice,8,1,19
OTHERS,MegaVoice,Bass,Electric Bass,MegaVoice,8,0,18
OTHERS,MegaVoice,Bass,Pick Bass,MegaVoice,8,0,19
OTHERS,MegaVoice,Bass,Fretless Bass,MegaVoice,8,0,20
OTHERS,MegaVoice,Bass,Acoustic Bass,MegaVoice,8,0,17
OTHERS,MegaVoice,Strings,Kino Large,MegaVoice,8,2,50
OTHERS,MegaVoice,Strings,Kino Small,MegaVoice,8,3,49
OTHERS,MegaVoice,Strings,Kino Large Comp,MegaVoice,8,3,50
OTHERS,MegaVoice,Strings,Kino Small Comp,MegaVoice,8,4,49
OTHERS,MegaVoice,Strings,Kino Large Ambi Oct Cb,MegaVoice,8,5,50
OTHERS,MegaVoice,Strings,Kino Small Comp Oct Cb,MegaVoice,8,5,49
OTHERS,MegaVoice,Strings,Kino Large Ambi,MegaVoice,8,6,50
OTHERS,MegaVoice,Strings,Kino Small Ambi,MegaVoice,8,6,49
OTHERS,MegaVoice,Strings,Seattle Strings,MegaVoice,8,1,50
OTHERS,MegaVoice,Strings,Classical Strings,MegaVoice,8,1,49
OTHERS,MegaVoice,Strings,Large Strings,MegaVoice,8,0,50
OTHERS,MegaVoice,Strings,Small Strings,MegaVoice,8,0,49
OTHERS,MegaVoice,Strings,Kino Large Octave Cb,MegaVoice,8,4,50
OTHERS,MegaVoice,Vocal,Gospel Choir,MegaVoice,8,0,55
OTHERS,MegaVoice,Vocal,Male Voice Choir,MegaVoice,8,0,52
OTHERS,MegaVoice,Vocal,Pop Haa,MegaVoice,8,0,101
OTHERS,MegaVoice,Vocal,Pop Daa,MegaVoice,8,0,102
OTHERS,MegaVoice,Vocal,Pop Baa,MegaVoice,8,0,103
OTHERS,MegaVoice,Vocal,Pop Hee,MegaVoice,8,0,111
OTHERS,MegaVoice,Vocal,Pop Bee,MegaVoice,8,0,108
OTHERS,MegaVoice,Vocal,Pop Hoo,MegaVoice,8,0,106
OTHERS,MegaVoice,Vocal,Pop Doo,MegaVoice,8,0,107
OTHERS,MegaVoice,Vocal,Pop Shoo,MegaVoice,8,0,104
OTHERS,MegaVoice,Vocal,Pop Haa Legato,MegaVoice,8,0,116
OTHERS,MegaVoice,Vocal,Pop Hoo Legato,MegaVoice,8,0,121
OTHERS,MegaVoice,Vocal,Pop Hee Legato,MegaVoice,8,0,126
OTHERS,MegaVoice,Brass,Pop Horns 1,MegaVoice,8,1,57
OTHERS,MegaVoice,Brass,Pop Horns 2,MegaVoice,8,2,57
OTHERS,MegaVoice,Brass,Trumpet,MegaVoice,8,0,65
OTHERS,MegaVoice,Brass,Brass,MegaVoice,8,0,57
OTHERS,MegaVoice,Woodwind,Tenor Sax,MegaVoice,8,0,83
OTHERS,GM&XG,Piano,GrandPiano,Regular,0,0,1
OTHERS,GM&XG,Piano,GrandPiano KSP,Regular,0,1,1
OTHERS,GM&XG,Piano,MellowGrandPiano,Regular,0,18,1
OTHERS,GM&XG,Piano,PianoStrings,Regular,0,40,1
OTHERS,GM&XG,Piano,Dream,Regular,0,41,1
OTHERS,GM&XG,Piano,BrightPiano,Regular,0,0,2
OTHERS,GM&XG,Piano,BrightPiano KSP,Regular,0,1,2
OTHERS,GM&XG,Piano,El.GrandPiano,Regular,0,0,3
OTHERS,GM&XG,Piano,El.GrandPiano KSP,Regular,0,1,3
OTHERS,GM&XG,Piano,DetunedCP80,Regular,0,32,3
OTHERS,GM&XG,Piano,LayeredCP1,Regular,0,40,3
OTHERS,GM&XG,Piano,LayeredCP2,Regular,0,41,3
OTHERS,GM&XG,Piano,Honkytonk,Regular,0,0,4
OTHERS,GM&XG,Piano,Honkytonk KSP,Regular,0,1,4
OTHERS,GM&XG,Piano,ElectricPiano1,Regular,0,0,5
OTHERS,GM&XG,Piano,ElectricPiano1 KSP,Regular,0,1,5
OTHERS,GM&XG,Piano,MellowElectricPiano,Regular,0,18,5
OTHERS,GM&XG,Piano,ChorusEP1,Regular,0,32,5
OTHERS,GM&XG,Piano,HardElectricPi ano,Regular,0,40,5
OTHERS,GM&XG,Piano,VXfadeEl.Piano1,Regular,0,45,5
OTHERS,GM&XG,Piano,60sElectricPiano1,Regular,0,64,5
OTHERS,GM&XG,Piano,ElectricPiano2,Regular,0,0,6
OTHERS,GM&XG,Piano,ElectricPiano2 KSP,Regular,0,1,6
OTHERS,GM&XG,Piano,ChorusEP2,Regular,0,32,6
OTHERS,GM&XG,Piano,DXEPHard,Regular,0,33,6
OTHERS,GM&XG,Piano,DXLegend,Regular,0,34,6
OTHERS,GM&XG,Piano,DXPhaseEP,Regular,0,40,6
OTHERS,GM&XG,Piano,DX+AnalogEP,Regular,0,41,6
OTHERS,GM&XG,Piano,DXKotoEP,Regular,0,42,6
OTHERS,GM&XG,Piano,VXfadeEl.Piano2,Regular,0,45,6
OTHERS,GM&XG,Piano,Harpsichord,Regular,0,0,7
OTHERS,GM&XG,Piano,Harpsichord KSP,Regular,0,1,7
OTHERS,GM&XG,Piano,Harpsichord2,Regular,0,25,7
OTHERS,GM&XG,Piano,Harpsichord3,Regular,0,35,7
OTHERS,GM&XG,Piano,Clavi,Regular,0,0,8
OTHERS,GM&XG,Piano,Clavi KSP,Regular,0,1,8
OTHERS,GM&XG,Piano,ClaviWah,Regular,0,27,8
OTHERS,GM&XG,Piano,PulseClavi,Regular,0,64,8
OTHERS,GM&XG,Piano,PierceClavi,Regular,0,65,8
OTHERS,GM&XG,Chromatic Perc,Celesta,Regular,0,0,9
OTHERS,GM&XG,Chromatic Perc,Glockenspiel,Regular,0,0,10
OTHERS,GM&XG,Chromatic Perc,MusicBox,Regular,0,0,11
OTHERS,GM&XG,Chromatic Perc,MusicBox2,Regular,0,64,11
OTHERS,GM&XG,Chromatic Perc,Vibraphone,Regular,0,0,12
OTHERS,GM&XG,Chromatic Perc,Vibraphone KSP,Regular,0,1,12
OTHERS,GM&XG,Chromatic Perc,HardVibes,Regular,0,45,12
OTHERS,GM&XG,Chromatic Perc,Marimba,Regular,0,0,13
OTHERS,GM&XG,Chromatic Perc,Marimba KSP,Regular,0,1,13
OTHERS,GM&XG,Chromatic Perc,SineMarimba,Regular,0,64,13
OTHERS,GM&XG,Chromatic Perc,Balimba,Regular,0,97,13
OTHERS,GM&XG,Chromatic Perc,LogDrums,Regular,0,98,13
OTHERS,GM&XG,Chromatic Perc,Xylophone,Regular,0,0,14
OTHERS,GM&XG,Chromatic Perc,TubularBells,Regular,0,0,15
OTHERS,GM&XG,Chromatic Perc,ChurchBells,Regular,0,96,15
OTHERS,GM&XG,Chromatic Perc,Carillon,Regular,0,97,15
OTHERS,GM&XG,Chromatic Perc,Dulcimer,Regular,0,0,16
OTHERS,GM&XG,Chromatic Perc,Dulcimer2,Regular,0,35,16
OTHERS,GM&XG,Chromatic Perc,Cimbalom,Regular,0,96,16
OTHERS,GM&XG,Chromatic Perc,Santur,Regular,0,97,16
OTHERS,GM&XG,Organ,DrawbarOrgan,Regular,0,0,17
OTHERS,GM&XG,Organ,DetunedDrawOrgan,Regular,0,32,17
OTHERS,GM&XG,Organ,60sDrawbarOrgan1,Regular,0,33,17
OTHERS,GM&XG,Organ,60sDrawbarOrgan2,Regular,0,34,17
OTHERS,GM&XG,Organ,70sDrawbarOrgan1,Regular,0,35,17
OTHERS,GM&XG,Organ,DrawbarOrgan2,Regular,0,36,17
OTHERS,GM&XG,Organ,60sDrawbarOrgan3,Regular,0,37,17
OTHERS,GM&XG,Organ,EvenBarOrgan,Regular,0,38,17
OTHERS,GM&XG,Organ,16+2'2_3Organ,Regular,0,40,17
OTHERS,GM&XG,Organ,OrganBass,Regular,0,64,17
OTHERS,GM&XG,Organ,70sDrawbarOrgan2,Regular,0,65,17
OTHERS,GM&XG,Organ,CheezyOrgan,Regular,0,66,17
OTHERS,GM&XG,Organ,DrawbarOrgan3,Regular,0,67,17
OTHERS,GM&XG,Organ,PercussiveOrgan1,Regular,0,0,18
OTHERS,GM&XG,Organ,70sPercussiveOrgan1,Regular,0,24,18
OTHERS,GM&XG,Organ,DetunedPercOrga n,Regular,0,32,18
OTHERS,GM&XG,Organ,LightOrgan,Regular,0,33,18
OTHERS,GM&XG,Organ,PercussiveOrgan2,Regular,0,37,18
OTHERS,GM&XG,Organ,RockOrgan,Regular,0,0,19
OTHERS,GM&XG,Organ,RotaryOrgan,Regular,0,64,19
OTHERS,GM&XG,Organ,SlowRotary,Regular,0,65,19
OTHERS,GM&XG,Organ,FastRotary,Regular,0,66,19
OTHERS,GM&XG,Organ,ChurchOrgan,Regular,0,0,20
OTHERS,GM&XG,Organ,ChurchOrgan3,Regular,0,32,20
OTHERS,GM&XG,Organ,ChurchOrgan2,Regular,0,35,20
OTHERS,GM&XG,Organ,NotreDame,Regular,0,40,20
OTHERS,GM&XG,Organ,OrganFlute,Regular,0,64,20
OTHERS,GM&XG,Organ,TremoloOrganFlute,Regular,0,65,20
OTHERS,GM&XG,Organ,ReedOrgan,Regular,0,0,21
OTHERS,GM&XG,Organ,PuffOrgan,Regular,0,40,21
OTHERS,GM&XG,Organ,Accordion,Regular,0,0,22
OTHERS,GM&XG,Organ,Accordion Italian,Regular,0,32,22
OTHERS,GM&XG,Organ,Harmonica,Regular,0,0,23
OTHERS,GM&XG,Organ,Harmonica2,Regular,0,32,23
OTHERS,GM&XG,Organ,TangoAccordion,Regular,0,0,24
OTHERS,GM&XG,Organ,TangoAccordion2,Regular,0,64,24
OTHERS,GM&XG,Guitar,NylonGuitar,Regular,0,0,25
OTHERS,GM&XG,Guitar,NylonGuitar2,Regular,0,16,25
OTHERS,GM&XG,Guitar,NylonGuitar3,Regular,0,25,25
OTHERS,GM&XG,Guitar,VelocityGtHarmo,Regular,0,43,25
OTHERS,GM&XG,Guitar,Ukulele,Regular,0,96,25
OTHERS,GM&XG,Guitar,SteelGuitar,Regular,0,0,26
OTHERS,GM&XG,Guitar,SteelGuitar2,Regular,0,16,26
OTHERS,GM&XG,Guitar,12StrGuitar,Regular,0,35,26
OTHERS,GM&XG,Guitar,Nylon&Steel,Regular,0,40,26
OTHERS,GM&XG,Guitar,Steel&Body,Regular,0,41,26
OTHERS,GM&XG,Guitar,Mandolin,Regular,0,96,26
OTHERS,GM&XG,Guitar,JazzGuitar,Regular,0,0,27
OTHERS,GM&XG,Guitar,MellowGuitar,Regular,0,18,27
OTHERS,GM&XG,Guitar,JazzAmp,Regular,0,32,27
OTHERS,GM&XG,Guitar,CleanGuitar,Regular,0,0,28
OTHERS,GM&XG,Guitar,ChorusGuitar,Regular,0,32,28
OTHERS,GM&XG,Guitar,MutedGuitar,Regular,0,0,29
OTHERS,GM&XG,Guitar,FunkGuitar1,Regular,0,40,29
OTHERS,GM&XG,Guitar,MuteSteelGuitar,Regular,0,41,29
OTHERS,GM&XG,Guitar,FunkGuitar2,Regular,0,43,29
OTHERS,GM&XG,Guitar,JazzMan,Regular,0,45,29
OTHERS,GM&XG,Guitar,Overdriven,Regular,0,0,30
OTHERS,GM&XG,Guitar,GuitarPinch,Regular,0,43,30
OTHERS,GM&XG,Guitar,DistortionGuitar,Regular,0,0,31
OTHERS,GM&XG,Guitar,FeedbackGuitar,Regular,0,40,31
OTHERS,GM&XG,Guitar,FeedbackGuitar2,Regular,0,41,31
OTHERS,GM&XG,Guitar,GuitarHarmonics,Regular,0,0,32
OTHERS,GM&XG,Guitar,GuitarFeedback,Regular,0,65,32
OTHERS,GM&XG,Guitar,GuitarHarmonics2,Regular,0,66,32
OTHERS,GM&XG,Bass,AcousticBass,Regular,0,0,33
